Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
2025-03-15 05:58:59.537000,10959.0,239.0,6,99.0,False,8,car,0 days 00:00:59.298000,0 days 01:11:27.938000,4268.7555555555555
2025-03-15 05:58:59.697000,11074.0,241.0,6,99.0,False,8,car,0 days 00:00:59.458000,0 days 01:11:28.098000,4279.466666666666
2025-03-15 05:59:00.017000,11194.0,245.0,6,64.0,False,8,car,0 days 00:00:59.778000,0 days 01:11:28.418000,4301.244444444444
2025-03-15 05:59:00.176000,11101.0,244.0,6,52.0,False,8,car,0 days 00:00:59.937000,0 days 01:11:28.577000,4312.02111111111
2025-03-15 05:59:00.417000,11020.0,241.0,6,51.0,False,8,car,0 days 00:01:00.178000,0 days 01:11:28.818000,4328.154722222222
2025-03-15 05:59:00.737000,10993.0,237.0,6,72.0,False,8,car,0 days 00:01:00.498000,0 days 01:11:29.138000,4349.221388888888
2025-03-15 05:59:00.977000,11069.0,240.0,6,98.0,False,8,car,0 days 00:01:00.738000,0 days 01:11:29.378000,4365.221388888888
2025-03-15 05:59:01.257000,11207.0,241.0,6,98.0,False,8,car,0 days 00:01:01.018000,0 days 01:11:29.658000,4383.965833333333
2025-03-15 05:59:01.497000,11316.0,244.0,6,98.0,False,8,car,0 days 00:01:01.258000,0 days 01:11:29.898000,4400.232499999999
2025-03-15 05:59:01.897000,11561.0,249.0,6,98.0,False,8,car,0 days 00:01:01.658000,0 days 01:11:30.298000,4427.899166666666
2025-03-15 05:59:02.057000,11561.0,249.0,6,99.0,False,8,car,0 days 00:01:01.818000,0 days 01:11:30.458000,4438.965833333333
2025-03-15 05:59:02.297000,11473.0,251.0,6,99.0,False,8,car,0 days 00:01:02.058000,0 days 01:11:30.698000,4455.699166666666
2025-03-15 05:59:02.497000,11552.0,253.0,6,99.0,False,8,car,0 days 00:01:02.258000,0 days 01:11:30.898000,4469.754722222222
2025-03-15 05:59:02.737000,11717.0,256.0,6,99.0,False,8,car,0 days 00:01:02.498000,0 days 01:11:31.138000,4486.821388888889
2025-03-15 05:59:02.897000,11117.0,255.0,6,9.0,True,8,car,0 days 00:01:02.658000,0 days 01:11:31.298000,4498.1547222222225
2025-03-15 05:59:03.136000,9969.0,223.0,6,0.0,True,8,car,0 days 00:01:02.897000,0 days 01:11:31.537000,4512.959444444445
2025-03-15 05:59:03.537000,9989.0,173.0,6,0.0,True,8,car,0 days 00:01:03.298000,0 days 01:11:31.938000,4532.229722222222
2025-03-15 05:59:03.896000,9891.0,147.0,4,0.0,True,8,car,0 days 00:01:03.657000,0 days 01:11:32.297000,4546.888888888889
2025-03-15 05:59:04.176000,9059.0,130.0,3,0.0,True,8,car,0 days 00:01:03.937000,0 days 01:11:32.577000,4557.0
2025-03-15 05:59:04.496000,8330.0,117.0,3,0.0,True,8,car,0 days 00:01:04.257000,0 days 01:11:32.897000,4567.400000000001
2025-03-15 05:59:04.776000,7728.0,113.0,3,0.0,True,8,car,0 days 00:01:04.537000,0 days 01:11:33.177000,4576.18888888889
2025-03-15 05:59:05.097000,7380.0,103.0,3,0.0,False,8,car,0 days 00:01:04.858000,0 days 01:11:33.498000,4585.373055555557
2025-03-15 05:59:05.336000,7220.0,99.0,3,1.0,False,8,car,0 days 00:01:05.097000,0 days 01:11:33.737000,4591.945555555556
2025-03-15 05:59:05.497000,7423.0,98.0,3,9.0,False,8,car,0 days 00:01:05.258000,0 days 01:11:33.898000,4596.328333333334
2025-03-15 05:59:05.777000,7702.0,100.0,3,41.0,False,8,car,0 days 00:01:05.538000,0 days 01:11:34.178000,4604.106111111111
2025-03-15 05:59:06.217000,8407.0,111.0,3,59.0,False,8,car,0 days 00:01:05.978000,0 days 01:11:34.618000,4617.672777777778
2025-03-15 05:59:06.457000,9085.0,122.0,3,78.0,False,8,car,0 days 00:01:06.218000,0 days 01:11:34.858000,4625.806111111111
2025-03-15 05:59:06.737000,10181.0,137.0,3,99.0,False,8,car,0 days 00:01:06.498000,0 days 01:11:35.138000,4636.461666666667
2025-03-15 05:59:06.897000,10603.0,137.0,3,99.0,False,8,car,0 days 00:01:06.658000,0 days 01:11:35.298000,4642.550555555556
2025-03-15 05:59:07.097000,11423.0,155.0,3,99.0,False,8,car,0 days 00:01:06.858000,0 days 01:11:35.498000,4651.161666666667
2025-03-15 05:59:07.377000,12225.0,169.0,3,96.0,False,8,car,0 days 00:01:07.138000,0 days 01:11:35.778000,4664.306111111111
2025-03-15 05:59:07.617000,11105.0,171.0,4,78.0,False,8,car,0 days 00:01:07.378000,0 days 01:11:36.018000,4675.706111111111
2025-03-15 05:59:07.897000,10897.0,174.0,4,67.0,False,8,car,0 days 00:01:07.658000,0 days 01:11:36.298000,4689.239444444444
2025-03-15 05:59:08.177000,11254.0,178.0,4,79.0,False,8,car,0 days 00:01:07.938000,0 days 01:11:36.578000,4703.083888888889
2025-03-15 05:59:08.417000,11716.0,183.0,4,85.0,False,8,car,0 days 00:01:08.178000,0 days 01:11:36.818000,4715.283888888889
2025-03-15 05:59:08.617000,11342.0,190.0,4,97.0,False,8,car,0 days 00:01:08.378000,0 days 01:11:37.018000,4725.839444444445
2025-03-15 05:59:09.257000,11145.0,206.0,5,98.0,False,8,car,0 days 00:01:09.018000,0 days 01:11:37.658000,4762.461666666667
2025-03-15 05:59:09.617000,11565.0,213.0,5,98.0,False,8,car,0 days 00:01:09.378000,0 days 01:11:38.018000,4783.761666666667
2025-03-15 05:59:09.777000,11430.0,217.0,5,99.0,False,8,car,0 days 00:01:09.538000,0 days 01:11:38.178000,4793.406111111111
2025-03-15 05:59:10.297000,10659.0,226.0,6,99.0,False,14,car,0 days 00:01:10.058000,0 days 01:11:38.698000,4826.0505555555565
2025-03-15 05:59:10.456000,10882.0,235.0,6,99.0,False,14,car,0 days 00:01:10.217000,0 days 01:11:38.857000,4836.429722222222
2025-03-15 05:59:10.696000,11022.0,240.0,6,99.0,False,14,car,0 days 00:01:10.457000,0 days 01:11:39.097000,4852.429722222222
2025-03-15 05:59:10.897000,11494.0,246.0,6,100.0,False,14,car,0 days 00:01:10.658000,0 days 01:11:39.298000,4866.164722222223
2025-03-15 05:59:11.256000,10913.0,257.0,6,100.0,False,14,car,0 days 00:01:11.017000,0 days 01:11:39.657000,4891.793333333333
2025-03-15 05:59:11.457000,10504.0,262.0,7,100.0,False,14,car,0 days 00:01:11.218000,0 days 01:11:39.858000,4906.421666666667
2025-03-15 05:59:11.657000,10562.0,266.0,7,100.0,False,14,car,0 days 00:01:11.418000,0 days 01:11:40.058000,4921.199444444445
2025-03-15 05:59:11.937000,10848.0,270.0,7,100.0,False,14,car,0 days 00:01:11.698000,0 days 01:11:40.338000,4942.199444444444
2025-03-15 05:59:12.337000,11126.0,277.0,7,100.0,False,14,car,0 days 00:01:12.098000,0 days 01:11:40.738000,4972.977222222223
2025-03-15 05:59:12.577000,11251.0,281.0,7,99.0,False,14,car,0 days 00:01:12.338000,0 days 01:11:40.978000,4991.710555555555
2025-03-15 05:59:12.777000,11445.0,285.0,7,99.0,False,14,car,0 days 00:01:12.538000,0 days 01:11:41.178000,5007.543888888889
2025-03-15 05:59:13.057000,11573.0,289.0,7,99.0,False,14,car,0 days 00:01:12.818000,0 days 01:11:41.458000,5030.021666666667
2025-03-15 05:59:13.377000,10387.0,293.0,8,100.0,False,14,car,0 days 00:01:13.138000,0 days 01:11:41.778000,5056.066111111112
2025-03-15 05:59:13.776000,10568.0,299.0,8,100.0,False,14,car,0 days 00:01:13.537000,0 days 01:11:42.177000,5089.205277777779
2025-03-15 05:59:14.017000,10654.0,302.0,8,100.0,False,14,car,0 days 00:01:13.778000,0 days 01:11:42.418000,5109.4225000000015
2025-03-15 05:59:14.338000,10777.0,305.0,8,100.0,False,14,car,0 days 00:01:14.099000,0 days 01:11:42.739000,5136.618333333335
2025-03-15 05:59:14.497000,10847.0,307.0,8,99.0,False,14,car,0 days 00:01:14.258000,0 days 01:11:42.898000,5150.177500000001
2025-03-15 05:59:14.817000,10893.0,309.0,8,100.0,False,14,car,0 days 00:01:14.578000,0 days 01:11:43.218000,5177.644166666668
2025-03-15 05:59:15.178000,11017.0,312.0,8,99.0,False,14,car,0 days 00:01:14.939000,0 days 01:11:43.579000,5208.930833333334
